description,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,datetaken,datetakengranularity,datetakenunknown,tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,photos_Id
"","18781344270","66538459@N00","62d22946b7","329","1","_MG_6791","1","0","0","2015-06-19 09:54:22","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"It doesn't look like that smile could get any bigger!  2015 NBA MVP, 3 point contest winner, and Champion.","18346469514","66538459@N00","eb031d5f8d","445","1","Stephen Curry","1","0","0","2015-06-19 09:53:59","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"I love seeing Lake Merritt and the fans of Oakland reflected in the trophy!","18969033615","66538459@N00","480258f9d2","429","1","Stephen Curry with NBA Championship Trophy","1","0","0","2015-06-19 09:53:48","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"","18969033845","66538459@N00","a26b6c718e","541","1","_MG_6769","1","0","0","2015-06-19 09:53:44","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"","18781373938","66538459@N00","dd2127926c","306","1","David Lee","1","0","0","2015-06-19 09:50:41","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"The Brazilian Blur.","18782832189","66538459@N00","80c6791c3a","289","1","Leandro Barbosa","1","0","0","2015-06-19 09:47:15","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"","18963656772","66538459@N00","4443354f64","268","1","Harrison Barnes","1","0","0","2015-06-19 09:47:05","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"One of the all time great NBA stars.","18348390403","66538459@N00","8fcf08b4a3","448","1","Rick Berry","1","0","0","2015-06-19 09:43:09","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"","18942789466","66538459@N00","daffed2df0","458","1","Al Attles","1","0","0","2015-06-19 09:42:59","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"","18348391063","66538459@N00","18329fd85b","290","1","Nate Thurmond","1","0","0","2015-06-19 09:42:43","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"49th Lieutenant Governor of California","18963657592","66538459@N00","b308f03e82","3748","4","Gavin Newsom","1","0","0","2015-06-19 09:41:47","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"","18963657712","66538459@N00","bd50b56191","373","1","Marreese Speights","1","0","0","2015-06-19 09:41:37","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"Marshawn, not currently in beast mode, was born and raised in Oakland, went to UC Berkeley, and won a championship with Seattle.  Very cool the Warriors invited him to participate in this!","18942789976","66538459@N00","5d4e790521","305","1","Draymond Green and surprise guest Marshawn Lynch","1","0","0","2015-06-19 09:41:22","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"","18963658032","66538459@N00","140624911e","266","1","Draymond Green and Marshawn Lynch","1","0","0","2015-06-19 09:41:21","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"The only member of congress that voted against The Patriot Act.","18348391703","66538459@N00","4d80196a65","3730","4","Congresswoman Barbara Lee","1","0","0","2015-06-19 09:41:07","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"Mayor of Oakland","18972012871","66538459@N00","5b1224ab78","428","1","Libby Schaaf","1","0","0","2015-06-19 09:39:36","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"Hammer was a ball boy for the Oakland A's as a kid.","18348392373","66538459@N00","d7b7022d60","420","1","Libby Schaaf, and M.C. Hammer","1","0","0","2015-06-19 09:39:08","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"","18781347130","66538459@N00","52f08ddc3a","3839","4","Warriors Cheerleader","1","0","0","2015-06-19 09:37:44","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"","18781347680","66538459@N00","60be82d34a","389","1","Klay Thompson","1","0","0","2015-06-19 09:37:05","0","0","","37.804477","-122.251149","16","0","Ju4ZzZZUV7L41Naztw","55806216","0","0","0","1",0
"","17382160268","66538459@N00","89d52b0125","7787","8","Saturday, October 09, 2004 (6)","1","0","0","2015-05-12 12:32:01","0","1","","37.873718","-122.257071","16","0","4TuKIUlTUbxBjlKV","2362930","0","0","0","1",0
"Trying out her super lightweight hammock for first time on Mothers Day at Los Cerritos Park in Fremont.","17528515921","66538459@N00","af2d89ff49","8803","9","Serrena in hammock","1","0","0","2015-05-10 13:04:00","0","0","","37.567227","-122.013323","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"","17526476552","66538459@N00","0157fd0459","8774","9","Serrena in hammock","1","0","0","2015-05-10 13:03:21","0","0","","37.567227","-122.013323","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"","17340920538","66538459@N00","266baeb179","8838","9","Ben and Serrena Mothers Day 2015","1","0","0","2015-05-10 12:47:50","0","0","","37.567227","-122.013323","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"Mothers Day 2015 in the hammock","17342399449","66538459@N00","d6b5a2e1b8","8797","9","Ben and Serrena","1","0","0","2015-05-10 12:46:48","0","0","","37.567227","-122.013323","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"","17502391706","66538459@N00","7623b25229","5445","6","Ben and Serrena","1","0","0","2015-05-10 12:46:09","0","0","","37.567227","-122.013323","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"Celebrating Mother's Day by helping mom with her super light hammock.","16908472923","66538459@N00","945746d687","7693","8","Ben at the park","1","0","0","2015-05-10 12:27:42","0","0","","37.567227","-122.013323","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"Trying to figure out how to use the super light straps and paracord to setup the new extremely lightweight hammock for backpacking trips.","17502456066","66538459@N00","0ba0386606","7692","8","Serrena using the slap strap","1","0","0","2015-05-10 12:04:30","0","0","","37.567227","-122.013323","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"Looking cute even doing the mundane","17502493136","66538459@N00","286becaee2","5462","6","Serrena","1","0","0","2015-05-10 12:00:22","0","0","","37.567227","-122.013323","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"","17528899095","66538459@N00","563366e2c8","7758","8","Ben with hammock","1","0","0","2015-05-10 11:59:51","0","0","","37.567227","-122.013323","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"Bliss Stature on Treasure Island.  Serrena and Irene posing with it.","17341331748","66538459@N00","a045189ed3","8854","9","Bliss","1","0","0","2015-03-08 20:10:29","0","0","","37.820527","-122.374380","16","0","EInPYFFUVL9CzRqv2g","56574749","0","0","0","1",0
"Gorgeous location in Golden Gate Park.  Serrena and Irene sitting on a bench on bottom left corner.","17528972541","66538459@N00","0f59f11f89","8801","9","Tulip and windmill","1","0","0","2015-03-08 13:40:15","0","0","","37.770443","-122.509435","16","0","FQ2HpMxTUb.o__L9og","23512036","0","0","0","1",0
"Found 1989 dorm dining card.  One of the few pictures from UC Berkeley days.  Where did that cool beret end up??  18 years old at the start of Freshman year.","16593172327","66538459@N00","f69006299a","8597","9","Serrena Kerfoot","1","0","0","1988-09-25 00:00:00","0","0","","37.868802","-122.259206","16","0","95w.HMFUV7JuB00Ktg","55858029","0","0","0","1",0
"San Francisco California Coast Lands End Circle Maze Hike","16298582690","66538459@N00","d5e8c98e72","7290","8","Serrena walking the Lands End circle","1","0","0","2015-01-31 13:20:59","0","0","","37.787899","-122.505884","16","0","_kxePjNTUb.vbQGN3Q","23512035","0","0","0","1",0
"Serrena standing at the ankle","15215563317","66538459@N00","8a56ba5f54","2941","3","Treasure Island Bliss","1","0","0","2014-09-18 21:05:57","0","0","","37.820527","-122.374380","16","0","EInPYFFUVL9CzRqv2g","56574749","0","0","0","1",0
"","15215423289","66538459@N00","4f772519d0","2944","3","Anniversary at Greenwood Pier Inn","1","0","0","2014-05-23 18:11:31","0","0","","39.135060","-123.719615","12","0","Vpx0ZatTUbNeZcqG","2398368","0","0","0","1",0
"","15401774702","66538459@N00","03ff3d812d","2946","3","_MG_3085","1","0","0","2014-05-23 10:28:34","0","0","","39.135060","-123.719615","12","0","Vpx0ZatTUbNeZcqG","2398368","0","0","0","1",0
"I rented a sailboat on Lake Merritt on January 15th 1992 and asked Serrena to marry me in the middle of the lake.  Lake Merritt is sooo much nicer to visit now then it was then :)  Even after dark it feels pleasant and safe.\n","14785002257","66538459@N00","3b89665e1d","3877","4","Serrena and Corey","1","0","0","2014-07-25 19:40:57","0","0","","37.804660","-122.257887","16","0","FUW8xn1UV7Kk9U6R4A","55806249","0","0","0","1",0
"Looking gorgeous with her hourglass figure as always, the breeze on the lake was a bit too much for her!  Can we say goose bumps??","14971199922","66538459@N00","3e2cf242f2","3921","4","Serrena on the lake","1","0","0","2014-07-25 19:39:11","0","0","","37.804660","-122.257887","16","0","FUW8xn1UV7Kk9U6R4A","55806249","0","0","0","1",0
"Ohhh my","14784949898","66538459@N00","d1b02ba91d","3855","4","Serrena","1","0","0","2014-07-25 19:36:23","0","0","","37.804660","-122.257887","16","0","FUW8xn1UV7Kk9U6R4A","55806249","0","0","0","1",0
"No, this is Lake Merritt in Oakland California.  One of only two cities in the United States that has a lake with a gondola ride on it.  Ironically we did this in New Orleans for our 20th anniversary, but have never taken the ride in Oakland....yet.","14785003657","66538459@N00","5a47c0c7ac","3923","4","In Italy?","1","0","0","2014-07-25 19:44:41","0","0","","37.804660","-122.257887","16","0","FUW8xn1UV7Kk9U6R4A","55806249","0","0","0","1",0
"These three were dressed up as &quot;pub scouts&quot; looking cute as hell.  Serrena insisted I take a picture of them at the San Francisco Beer Fest at Fort Mason.","14955336235","66538459@N00","6660691eb5","5586","6","""Pub Scouts""","1","0","0","2014-08-16 12:39:34","0","0","","37.807071","-122.430782","15","0","21gEXUtTVr77GYiR","2445714","0","0","0","1",0
"","14328578797","66538459@N00","307b434557","2918","3","Epic Southwest HAT 2014","1","0","0","2014-06-21 08:56:35","0","0","","37.291485","-112.947435","14","0","aHv1U.ZQUL8xHVp_RA","12590287","0","0","0","1",0
"","14513631874","66538459@N00","dbee451fd7","5519","6","Epic Southwest HAT 2014","1","0","0","2014-06-21 09:06:57","0","0","","37.291485","-112.947435","14","0","aHv1U.ZQUL8xHVp_RA","12590287","0","0","0","1",0
"","14328421069","66538459@N00","dcbaa361ed","3868","4","Epic Southwest HAT 2014","1","0","0","2014-06-21 10:23:39","0","0","","37.291485","-112.947435","14","0","aHv1U.ZQUL8xHVp_RA","12590287","0","0","0","1",0
"","14328420869","66538459@N00","f2772e495c","3885","4","Epic Southwest HAT 2014","1","0","0","2014-06-21 11:23:39","0","0","","37.291485","-112.947435","14","0","aHv1U.ZQUL8xHVp_RA","12590287","0","0","0","1",0
"","14511633921","66538459@N00","eefe09f096","5528","6","Epic Southwest HAT 2014","1","0","0","2014-06-22 11:42:44","0","0","","37.956677","-119.051971","15","0","KIW949xQUL.Wj4hEhw","12587695","0","0","0","1",0
"","14511636791","66538459@N00","898d34c54c","3858","4","Epic Southwest HAT 2014","1","0","0","2014-06-21 07:11:03","0","0","","37.291485","-112.947435","14","0","aHv1U.ZQUL8xHVp_RA","12590287","0","0","0","1",0
"","14328365600","66538459@N00","cc8ccdbfeb","5511","6","Epic Southwest HAT 2014","1","0","0","2014-06-21 08:37:21","0","0","","37.291485","-112.947435","14","0","aHv1U.ZQUL8xHVp_RA","12590287","0","0","0","1",0
"","14513924632","66538459@N00","9125df142e","5575","6","Epic Southwest HAT 2014","1","0","0","2014-06-21 08:38:57","0","0","","37.291485","-112.947435","14","0","aHv1U.ZQUL8xHVp_RA","12590287","0","0","0","1",0
"In Front of Greenwood Pier Inn in Elk California.  Absolutely stunning view of the ocean from every spot in the place.  Honestly no good reason to ever leave the room!  As always, she looks better in my Homburg hat then I do...","14139518347","66538459@N00","6d4250b88d","2934","3","Sunshine in Elk California","1","0","0","2014-05-24 10:38:41","0","0","","39.135060","-123.719615","12","0","Vpx0ZatTUbNeZcqG","2398368","0","0","0","1",0
"Absolutely epic view from our cottage.  Spiral staircase leads up to tiny room overlooking the Pacific Ocean, with nothing but 2-person hot tub in the room.","14322708101","66538459@N00","575445b4a5","5578","6","View from hot tub in Greenwood Pier Inn Sea Castle","1","0","0","2014-05-22 16:11:38","0","0","","39.135060","-123.719615","12","0","Vpx0ZatTUbNeZcqG","2398368","0","0","0","1",0
"","14322709021","66538459@N00","152bfa3763","2903","3","Sunset behind my Sunshine","1","0","0","2014-05-23 18:38:18","0","0","","39.135060","-123.719615","12","0","Vpx0ZatTUbNeZcqG","2398368","0","0","0","1",0
"Looking positively gorgeous as always.  Under normal circumstances you would not be able to look away from the decks view of the Pacific Ocean, but not with my beauty standing there.","14139379798","66538459@N00","e23cae2d58","2926","3","Pacific Ocean directly beneath our cottage at Greenwood Pier Inn","1","0","0","2014-05-22 17:41:09","0","0","","39.135060","-123.719615","12","0","Vpx0ZatTUbNeZcqG","2398368","0","0","0","1",0
"Supermodel dressed and ready for the beach","14013014248","66538459@N00","ccfd9479d8","5589","6","Serrena Marie Carter","1","0","0","2013-05-20 13:58:17","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"","13741556745","66538459@N00","fabde48f57","3787","4","_MG_1366","1","0","0","2014-04-06 10:30:05","0","0","","36.250210","-121.771345","14","0","fpIAzjpQUL9F5MEpDw","12587696","0","0","0","1",0
"","13741605793","66538459@N00","c79bfc5cd0","3672","4","_MG_1276","1","0","0","2014-04-06 08:42:40","0","0","","36.250210","-121.771345","14","0","fpIAzjpQUL9F5MEpDw","12587696","0","0","0","1",0
"","13741611603","66538459@N00","c699fa815f","2863","3","Serrena backpacking in Big Sur","1","0","0","2014-04-06 08:40:18","0","0","","36.250210","-121.771345","14","0","fpIAzjpQUL9F5MEpDw","12587696","0","0","0","1",0
"","13741576755","66538459@N00","33bd4079e3","7262","8","Serrena by the camp fire","1","0","0","2014-04-05 19:30:13","0","0","","36.250210","-121.771345","14","0","fpIAzjpQUL9F5MEpDw","12587696","0","0","0","1",0
"","13741626263","66538459@N00","d624808f81","3801","4","In the golden sunlight during Big Sur backpacking trip","1","0","0","2014-04-05 18:26:17","0","0","","36.250210","-121.771345","14","0","fpIAzjpQUL9F5MEpDw","12587696","0","0","0","1",0
"","13741640163","66538459@N00","5942e1fea7","2891","3","_MG_1012","1","0","0","2014-04-05 16:41:54","0","0","","36.250210","-121.771345","14","0","fpIAzjpQUL9F5MEpDw","12587696","0","0","0","1",0
"","13741609835","66538459@N00","a4e45c4daa","7340","8","Serrena looking for a campsite","1","0","0","2014-04-05 14:27:52","0","0","","36.250210","-121.771345","14","0","fpIAzjpQUL9F5MEpDw","12587696","0","0","0","1",0
"Irene, Serrena, and Ben on University of California at Berkeley campus.  In front of Anthony Hall.","13070590523","66538459@N00","e51b605154","3075","4","Campanille","1","0","0","2014-03-09 16:26:55","0","0","","37.868802","-122.259206","16","0","95w.HMFUV7JuB00Ktg","55858029","0","0","0","1",0
"Serrena, Irene and Ben posing in front of the UC Berkeley landmark.","13070473065","66538459@N00","044139cfc7","7391","8","Sather Gate","1","0","0","2014-03-09 16:23:43","0","0","","37.868802","-122.259206","16","0","95w.HMFUV7JuB00Ktg","55858029","0","0","0","1",0
"","13070798244","66538459@N00","1fa321bf40","7316","8","Sather Gate","1","0","0","2014-03-09 16:23:06","0","0","","37.868802","-122.259206","16","0","95w.HMFUV7JuB00Ktg","55858029","0","0","0","1",0
"Serrena with Sather Gate over head.","13070798404","66538459@N00","10a95876ec","2136","3","Sather Gate","1","0","0","2014-03-09 16:22:43","0","0","","37.868802","-122.259206","16","0","95w.HMFUV7JuB00Ktg","55858029","0","0","0","1",0
"","12658709503","66538459@N00","b9a8e8e5b3","3699","4","Serrena testing out the bars","1","0","0","2014-02-16 15:30:18","0","0","","37.826688","-122.422875","16","0",".7sOmlRQUL9nK.kMzA","12587707","0","0","0","1",0
"On Alcatraz overlooking San Francisco","12659051764","66538459@N00","907438c58c","3723","4","Serrena and Corey","1","0","0","2014-02-16 15:13:54","0","0","","37.826688","-122.422875","16","0",".7sOmlRQUL9nK.kMzA","12587707","0","0","0","1",0
"","12659051904","66538459@N00","e8265ce604","3745","4","Serrena in Alcatraz Library","1","0","0","2014-02-16 14:50:36","0","0","","37.826688","-122.422875","16","0",".7sOmlRQUL9nK.kMzA","12587707","0","0","0","1",0
"","12658579035","66538459@N00","f93a0672bf","5485","6","Serrena in Alcatraz Prison","1","0","0","2014-02-16 14:48:12","0","0","","37.826688","-122.422875","16","0",".7sOmlRQUL9nK.kMzA","12587707","0","0","0","1",0
"","11724170654","66538459@N00","12d06312b2","2850","3","Serrena in the valley","1","0","0","2013-12-31 14:10:23","0","0","","37.859187","-119.620513","9","0","kpuWNIRTV7vh1K0l","2519615","0","0","0","1",0
"","11166390743","66538459@N00","b7490253a7","3813","4","Ben, Serrena, Irma, and Joe at Quarry Lakes bench","1","0","0","2013-12-01 16:18:10","0","0","","37.575726","-122.010104","16","0","7xeYnlhTVrylmkiS","2467292","0","0","0","1",0
"","11166266094","66538459@N00","3df6272a48","7416","8","Serrena looking hot as ever in front of our Aptos apartment","1","0","0","2013-10-12 11:12:43","0","0","","36.983053","-121.916742","16","0","hVaHyRJTWrlHuYsYCg","28337869","0","0","0","1",0
"I don't remember the name of it, but she loved it.  Very smooth.  Sitting on balcony right over French Quarter when a Third Line passed under us.  A nice first hour in New Orleans.","10392592195","66538459@N00","5d80ac393f","7303","8","Serrena's first drink in New Orleans","1","0","0","2013-05-18 19:01:02","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"Last time we visited Cal we went to Oscars.  This time it was Bongo.  We spent the entire day at the Cal Performances Free For All.  It was excellent.","10044577385","66538459@N00","e8fd0811c4","3710","4","Bongo Burger and coffee","1","0","0","2013-09-29 10:54:47","0","0","","37.875577","-122.260129","16","0","80XB6L5UV7KZyLsYLw","55858021","0","0","0","1",0
"2 eggs, potatoes, toast and bacon was only $4.  No wonder she use to come here a couple times a month back in her Cal days.","10044532044","66538459@N00","bd2d359c61","5323","6","Bongo Burger this time","1","0","0","2013-09-29 10:30:22","0","0","","37.875577","-122.260129","16","0","80XB6L5UV7KZyLsYLw","55858021","0","0","0","1",0
"May 1991 was her last month in Euclid Hall, but she still loves coming back and visiting some of her old haunts.","10044591016","66538459@N00","40b44ccd0a","7330","8","Serrena walking down Euclid Ave","1","0","0","2013-09-29 10:26:51","0","0","","37.875577","-122.260129","16","0","80XB6L5UV7KZyLsYLw","55858021","0","0","0","1",0
"A blast to the past... UC Berkeley Coop Euclid Hall that she lived in during sophomore and junior years (89-91)","9391617966","66538459@N00","58c98e1800","2864","3","Serrena at Euclid Hall","1","0","0","2013-07-27 15:35:40","0","0","","37.876509","-122.260204","16","0","80XB6L5UV7KZyLsYLw","55858021","0","0","0","1",0
"Serrena in front of UC Berkeley Euclid Hall Student Coop.  She lived here her sophomore and junior years (1990 / 1991).  Spent a day revisiting some of her favorite spots while there, and this was one of them.","9380706935","66538459@N00","49c85e4b0e","3696","4","_MG_9208","1","0","0","2013-07-27 15:35:43","0","0","berkeley student ave uc euclid coopoerative","37.876509","-122.260204","16","0","80XB6L5UV7KZyLsYLw","55858021","0","0","0","1",0
"Berkeley landmark","9383478038","66538459@N00","2c2dce64e4","3828","4","Oscars","1","0","0","2013-07-27 15:04:03","0","0","","37.873164","-122.268851","16","0","VCZX6g9UV7MgiCGwgw","55969136","0","0","0","1",0
"","9247080180","66538459@N00","cd37640007","3715","4","Baboon Lake","1","0","0","2013-07-05 13:43:22","0","0","","37.168698","-118.624191","13","0","96l.IVBQUL_PkuGXzw","12587683","0","0","0","1",0
"Mardi Gras honey...","8915134381","66538459@N00","ee71b77b45","8551","9","New Orleans 2013","1","0","0","2013-05-25 07:08:57","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"Commander's Palace.  One of the oldest restuaraunts in New Orleans.  20th anniversary dinner here.  Turtle soup was superb.  Dessert was just like Ron made for Serrena when she was a little girl - strawberry shortcake with biscuit instead of short bread.","8915750606","66538459@N00","ff38ac57d4","7343","8","New Orleans 2013","1","0","0","2013-05-23 19:05:27","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"Our gondola ride operator.  This guy looks soo much like Serrena's dad Ron.  His nose isn't the same, but face and smile are very close.","8915750350","66538459@N00","452e6dc2f9","7316","8","New Orleans 2013","1","0","0","2013-05-23 16:45:53","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"Wrote our names under one of the stone bridges during gondola ride with chalk","8915750110","66538459@N00","7a715acb1c","5321","6","New Orleans 2013","1","0","0","2013-05-23 16:34:32","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"","8915749084","66538459@N00","d84b3d75e2","7349","8","New Orleans 2013","1","0","0","2013-05-23 14:41:10","0","0","beautiful pretty gorgeous lovely","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"Out by the pool.","8915748894","66538459@N00","bb18d8489b","3665","4","New Orleans 2013","1","0","0","2013-05-23 14:36:33","0","0","beautiful pretty gorgeous lovely","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"","8915748602","66538459@N00","3f7eb1abb1","5458","6","New Orleans 2013","1","0","0","2013-05-23 14:20:36","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"Coffee Pot restauraunt.  Another 100+ year old spot.","8915748356","66538459@N00","0b7341907b","5464","6","New Orleans 2013","1","0","0","2013-05-23 08:47:01","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"LOVE this pic.  Creepy black and white decrepid cemetary, juxtaposed with gorgeous woman in skirt and blouse.  Definitely going up on my office wall.","8915747750","66538459@N00","5e1bfd5d48","2842","3","New Orleans 2013","1","0","0","2013-05-23 07:13:20","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"Mmmmmmmmmmmm......","8915744346","66538459@N00","2bafe12d33","8407","9","New Orleans 2013","1","0","0","2013-05-20 13:52:40","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"Three Muses.  Great meal of duck pizza and gried green tomatoes.","8915126387","66538459@N00","0b1ab55282","8280","9","New Orleans 2013","1","0","0","2013-05-19 15:58:18","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"dba swing dance lesson","8915743004","66538459@N00","7afbf9c9ca","2840","3","New Orleans 2013","1","0","0","2013-05-19 15:19:56","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"Dickie Brennan balcony looking over the French Quarter.","8915742726","66538459@N00","59f1e0fb02","5462","6","New Orleans 2013","1","0","0","2013-05-18 19:01:08","0","0","","29.958842","-90.064973","13","0","KEkcARJTUb.bBWPWWA","23512135","0","0","0","1",0
"The weather was absolutely perfect.  No breeze at all, and very warm outside for this time of year.  We nearly fell asleep on our blanket right on the oceans edge after a bottle of wine with some chips and crackers.  An evening to remember always.","8598990248","66538459@N00","34f08d6dda","8371","9","Wright's Beach.  Valentines Day 2013","1","0","0","2013-02-15 17:54:28","0","0","","38.401424","-123.096592","16","0","67pETcpQUL9V_qpc4g","12587718","0","0","0","1",0
"","8596674000","66538459@N00","ca3a2bde09","8531","9","img039","1","0","0","1992-05-20 00:00:00","0","0","","37.873718","-122.257071","16","0","4TuKIUlTUbxBjlKV","2362930","0","0","0","1",0
"","8595572187","66538459@N00","de674159a5","8522","9","img038","1","0","0","1992-05-25 00:00:00","0","0","","37.873718","-122.257071","16","0","4TuKIUlTUbxBjlKV","2362930","0","0","0","1",0
"We made it for the last day of Pliney the Younger.  So in celebration (and it happened to be Valentines day as well), we tried one of everything.  Yes, Serrena shared :)","8525925471","66538459@N00","aed3da3939","8098","9","Russian River Brewery","1","0","0","2013-02-14 17:01:06","0","0","","38.441686","-122.711448","16","0","rnNOcVlUV7KGLDtohQ","55861812","0","0","0","1",0
"Serrena and Ben at very top of Mission Peak.","7667027312","66538459@N00","45f3507e96","8159","9","Mission Peak afternoon hike","1","0","0","2012-07-28 16:46:44","0","0","","37.512789","-121.881519","16","0","ITWJz_NUVLud7nAtRg","56193131","0","0","0","1",0
"","7631952206","66538459@N00","cc414a70a6","8027","9","Hiking Coyote Hills","1","0","0","2012-07-20 20:19:37","0","0","","37.512789","-121.881519","16","0","ITWJz_NUVLud7nAtRg","56193131","0","0","0","1",0
"","7601356990","66538459@N00","4ef064abee","7118","8","Hike to Mission Peak","1","0","0","2012-07-15 10:05:28","0","0","","37.512789","-121.881519","16","0","ITWJz_NUVLud7nAtRg","56193131","0","0","0","1",0
"","7601353694","66538459@N00","0b3b045150","8281","9","Hike to Mission Peak","1","0","0","2012-07-15 09:57:07","0","0","","37.512789","-121.881519","16","0","ITWJz_NUVLud7nAtRg","56193131","0","0","0","1",0
"We managed to hike to top this time without stopping a single time.  Passed up a lot of kids along the way :)","7583968344","66538459@N00","edbdc1a04f","8429","9","Serrena at top of Mission Peak","1","0","0","2012-07-15 09:57:37","0","0","","37.512789","-121.881519","16","0","ITWJz_NUVLud7nAtRg","56193131","0","0","0","1",0
"Sand storm blowing behind her","6983250576","66538459@N00","cbb3c31365","7234","8","White Sands New Mexico","1","0","0","2012-04-14 08:54:21","0","0","","40.760403","-113.829345","11","0","SOAvrSxQUL91P1GKuQ","12590283","0","0","0","1",0
"","7040063509","66538459@N00","b9241a134a","7260","8","Henry Coe State Park","1","0","0","2012-03-31 17:48:00","0","0","california park bay state henry area coe","37.063105","-121.438039","16","0","b3n8i7RQUL_rtDiYCQ","12587712","0","0","0","1",0
"","6893965474","66538459@N00","2b9a3fd35e","7118","8","Henry Coe State Park","1","0","0","2012-03-31 17:40:32","0","0","california park bay state henry area coe","37.063455","-121.439398","16","0","b3n8i7RQUL_rtDiYCQ","12587712","0","0","0","1",0
"","6893964000","66538459@N00","bfe80f16e1","7133","8","Henry Coe State Park","1","0","0","2012-03-31 17:38:53","0","0","california park bay state henry area coe","37.063397","-121.440187","16","0","b3n8i7RQUL_rtDiYCQ","12587712","0","0","0","1",0
"","7040057901","66538459@N00","126dd25d64","7184","8","Henry Coe State Park","1","0","0","2012-03-31 16:59:16","0","0","california park bay state henry area coe","37.071725","-121.454673","16","0","b3n8i7RQUL_rtDiYCQ","12587712","0","0","0","1",0
"","6893959662","66538459@N00","08d98338d4","7138","8","Henry Coe State Park","1","0","0","2012-03-31 16:58:58","0","0","california park bay state henry area coe","37.071841","-121.454851","16","0","b3n8i7RQUL_rtDiYCQ","12587712","0","0","0","1",0
